crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Groundnut,2009,Whole Year ,Tamil Nadu,12.931231927211135,13.705382026697835,928.5,17.97993101641248,70211.87,2.120322581
Horse-gram,2009,Whole Year ,Tamil Nadu,10.762826907960145,9.990444761392025,928.5,15.811507366430154,8029.27,0.4292
Jowar,2009,Whole Year ,Tamil Nadu,12.382028148601577,12.310256969745963,928.5,17.43072547713014,40540.92,1.287777778
Maize,2009,Whole Year ,Tamil Nadu,12.405579027078229,13.944894486738688,928.5,17.45427645258235,41507.03,4.798888889
Moong(Green Gram),2009,Whole Year ,Tamil Nadu,11.836015703583897,10.772141454894674,928.5,16.884710005833472,23483.46,0.410322581
Onion,2009,Whole Year ,Tamil Nadu,10.342548610072807,12.62004810432314,928.5,15.39121807924631,5274.08,9.8704
Potato,2009,Whole Year ,Tamil Nadu,8.436416881388949,11.34668196078883,928.5,13.484902918923979,783.87,19.2475
Ragi,2009,Whole Year ,Tamil Nadu,11.31856371508147,11.988786903700124,928.5,16.367253142500534,13996.95,2.344642857
Rapeseed &Mustard,2009,Whole Year ,Tamil Nadu,5.572154032177765,4.143134726391533,928.5,10.61707049325467,44.54,0.167777778
Rice,2009,Kharif     ,Tamil Nadu,14.428290061387159,15.549863170728361,928.5,19.476991018063465,313744.01,3.539677419
Sesamum,2009,Whole Year ,Tamil Nadu,11.045765787856224,10.275809442051038,928.5,16.094451430462854,10655.09,0.413448276
Small millets,2009,Kharif     ,Tamil Nadu,10.408556639189738,10.349614642363182,928.5,15.457228154090265,5633.97,0.932173913
Sugarcane,2009,Whole Year ,Tamil Nadu,12.58905353408535,17.20861561827075,928.5,17.637751641731317,49865.93,100.2083333
Sunflower,2009,Whole Year ,Tamil Nadu,9.565844630930576,9.850930301797453,928.5,14.614476491175436,2425.56,1.448518519
Sweet potato,2009,Whole Year ,Tamil Nadu,6.658011045870748,9.339788439163069,928.5,11.705436267969194,132.26,14.6992
Tapioca,2009,Whole Year ,Tamil Nadu,11.6839164054218,15.22394451941277,928.5,16.73260952608728,20169.99,35.70034483
Tobacco,2009,Whole Year ,Tamil Nadu,8.861066543517762,9.281916570465405,928.5,13.909627134798818,1198.67,1.407857143
Turmeric,2009,Whole Year ,Tamil Nadu,10.415322666595292,12.038079938680813,928.5,15.46399438365966,5672.22,5.103076923
Urad,2009,Whole Year ,Tamil Nadu,12.467370957456682,11.499971929007646,928.5,17.516068626805865,44152.74,0.392333333
Arecanut,2010,Kharif     ,Puducherry,4.110873864173311,4.3694478524670215,1434.5875,9.207095111811153,14.4,1.3
Bajra,2010,Kharif     ,Puducherry,3.4011973816621555,4.23410650459726,1434.5875,8.480153617847654,6.96,2.34
Bajra,2010,Summer     ,Puducherry,1.791759469228055,2.4849066497880004,1434.5875,6.7232914291161485,1.2,2.2
Banana,2010,Kharif     ,Puducherry,5.58724865840025,8.759197750371365,1434.5875,10.696169160010381,63.84,18.06666667
Black pepper,2010,Kharif     ,Puducherry,2.4849066497880004,1.9459101490553132,1434.5875,7.5110926250658245,2.64,0.55
Cashewnut,2010,Kharif     ,Puducherry,5.159055299214529,4.882801922586371,1434.5875,10.26597661170259,41.52,0.713333333
Coconut ,2010,Whole Year ,Puducherry,7.664815785285735,17.01271324802737,1434.5875,12.776999676612702,511.44,11567.6575
Cotton(lint),2010,Summer     ,Puducherry,1.791759469228055,1.791759469228055,1434.5875,6.7232914291161485,1.2,1.0
Dry chillies,2010,Kharif     ,Puducherry,0.6931471805599453,0.6931471805599453,1434.5875,5.118652278215292,0.24,1.0
Dry chillies,2010,Rabi       ,Puducherry,1.3862943611198906,1.6094379124341003,1434.5875,6.2132671998193505,0.72,1.33
Dry chillies,2010,Summer     ,Puducherry,1.0986122886681098,1.0986122886681098,1434.5875,5.808802932500923,0.48,1.0
Groundnut,2010,Kharif     ,Puducherry,3.258096538021482,3.8918202981106265,1434.5875,8.331766819668804,6.0,1.92
Groundnut,2010,Rabi       ,Puducherry,5.746203190540153,6.432940092739179,1434.5875,10.855672702341566,74.88,1.99
Groundnut,2010,Summer     ,Puducherry,4.382026634673881,4.997212273764115,1434.5875,9.482174272954714,18.96,1.555
Moong(Green Gram),2010,Kharif     ,Puducherry,0.6931471805599453,0.6931471805599453,1434.5875,5.118652278215292,0.24,1.0
Moong(Green Gram),2010,Rabi       ,Puducherry,2.772588722239781,2.302585092994046,1434.5875,7.8211016805668425,3.6,0.77
Moong(Green Gram),2010,Summer     ,Puducherry,7.298445101508147,6.539585955617669,1434.5875,12.410422577927994,354.48,0.613333333
Onion,2010,Rabi       ,Puducherry,0.6931471805599453,2.0794415416798357,1434.5875,5.118652278215292,0.24,7.0
Other  Rabi pulses,2010,Rabi       ,Puducherry,3.1780538303479458,2.995732273553991,1434.5875,8.24840614497268,5.52,0.615
Other  Rabi pulses,2010,Summer     ,Puducherry,1.0986122886681098,1.0986122886681098,1434.5875,5.808802932500923,0.48,1.0
Other Kharif pulses,2010,Kharif     ,Puducherry,0.6931471805599453,0.6931471805599453,1434.5875,5.118652278215292,0.24,1.0
Ragi,2010,Kharif     ,Puducherry,2.70805020110221,3.4011973816621555,1434.5875,7.7521374643455845,3.36,1.575
Ragi,2010,Rabi       ,Puducherry,0.6931471805599453,1.0986122886681098,1434.5875,5.118652278215292,0.24,2.0
Ragi,2010,Summer     ,Puducherry,2.1972245773362196,3.044522437723423,1434.5875,7.192843991581319,1.92,2.5
Rice,2010,Kharif     ,Puducherry,8.385944904806284,9.441690159837492,1434.5875,13.49836842132952,1052.16,2.673333333
Rice,2010,Rabi       ,Puducherry,9.298442820197728,10.188140040427545,1434.5875,14.411002020093594,2620.8,3.446666667
Rice,2010,Summer     ,Puducherry,8.45765547870004,9.455167134121535,1434.5875,13.570094684667017,1130.4,2.7
Sesamum,2010,Kharif     ,Puducherry,1.791759469228055,1.6094379124341003,1434.5875,6.7232914291161485,1.2,0.8
Sesamum,2010,Rabi       ,Puducherry,2.772588722239781,2.5649493574615367,1434.5875,7.8211016805668425,3.6,0.8
Sesamum,2010,Summer     ,Puducherry,4.718498871295094,4.499809670330265,1434.5875,9.822234654544266,26.64,0.655
Sugarcane,2010,Kharif     ,Puducherry,7.476472381163905,12.5342390555025,1434.5875,12.588559599690152,423.6,115.19
Sunflower,2010,Kharif     ,Puducherry,0.6931471805599453,0.6931471805599453,1434.5875,5.118652278215292,0.24,1.0
Sweet potato,2010,Kharif     ,Puducherry,0.6931471805599453,2.1972245773362196,1434.5875,5.118652278215292,0.24,8.0
Tapioca,2010,Kharif     ,Puducherry,5.54907608489522,8.473032295630468,1434.5875,10.657851179749636,61.44,15.8
Tapioca,2010,Rabi       ,Puducherry,1.3862943611198906,4.060443010546419,1434.5875,6.2132671998193505,0.72,19.0
Turmeric,2010,Kharif     ,Puducherry,1.6094379124341003,1.9459101490553132,1434.5875,6.5004484759946015,0.96,1.5
Urad,2010,Kharif     ,Puducherry,3.1354942159291497,2.8903717578961645,1434.5875,8.203966276662818,5.28,0.77
Urad,2010,Rabi       ,Puducherry,5.247024072160486,5.332718793265369,1434.5875,10.354429086474175,45.36,1.09
Urad,2010,Summer     ,Puducherry,6.821107472256465,5.926926025970411,1434.5875,11.932673156324906,219.84,0.626666667
Arecanut,2010,Rabi       ,Assam,11.141107876274281,11.135420795021401,2578.5,16.253743679303145,16547.28,0.981851852
Arhar/Tur,2010,Kharif     ,Assam,8.873187904050106,8.536799721055155,2578.5,13.985698861980374,1712.88,0.70962963
Banana,2010,Whole Year ,Assam,10.771197098403393,13.390102402701523,2578.5,15.883826448472531,11430.72,13.76444444
Black pepper,2010,Whole Year ,Assam,8.020270472819238,8.431635303054591,2578.5,13.132593886825598,729.84,1.612222222
Castor seed,2010,Kharif     ,Assam,6.88653164253051,6.040254711277414,2578.5,11.998166045047649,234.72,0.428
Coconut ,2010,Whole Year ,Assam,9.874419130038781,18.88167516815957,2578.5,14.987018183364686,4662.24,7185.195556
Cotton(lint),2010,Kharif     ,Assam,7.243512974665482,6.478509642208569,2578.5,12.355452448515765,335.52,0.528333333
Dry chillies,2010,Whole Year ,Assam,9.842090757670805,9.412301144022486,2578.5,14.9546881298051,4513.92,0.636666667
Ginger,2010,Whole Year ,Assam,9.704243616546224,11.63114396135538,2578.5,14.816833177598012,3932.64,6.940740741
Gram,2010,Rabi       ,Assam,7.497207223203318,6.82001636467413,2578.5,12.609305998457673,432.48,0.49
Jute,2010,Kharif     ,Assam,11.03920292915574,13.346428104305998,2578.5,16.151837185598623,14944.08,10.21074074
Linseed,2010,Rabi       ,Assam,8.871505346165781,8.246958032568177,2578.5,13.9840160695668,1710.0,0.522083333
Maize,2010,Kharif     ,Assam,9.892072649720829,9.55470991405776,2578.5,15.004672598406177,4745.28,0.61
Masoor,2010,Rabi       ,Assam,10.081466359895945,9.377632889750377,2578.5,15.194074982455248,5734.8,0.495384615
Mesta,2010,Kharif     ,Assam,8.511376306094673,10.163965423497029,2578.5,13.623826549882093,1192.8,4.909130435
Moong(Green Gram),2010,Rabi       ,Assam,9.107532151994501,8.353261499733874,2578.5,14.220072204740795,2165.28,0.451851852
Niger seed,2010,Kharif     ,Assam,8.96341629199657,8.299285906897275,2578.5,14.07593926583468,1874.64,0.5284
Onion,2010,Whole Year ,Assam,8.840290669088972,9.642707033281853,2578.5,13.952796969173823,1657.44,2.308518519
Peas & beans (Pulses),2010,Rabi       ,Assam,10.016905519571685,9.500469448071016,2578.5,15.129511367949547,5376.24,0.604814815
Potato,2010,Whole Year ,Assam,11.35068884855954,13.39639470089307,2578.5,16.463327377413968,20405.52,7.705185185
Rapeseed &Mustard,2010,Rabi       ,Assam,12.404169121439491,11.868233475080457,2578.5,17.5168152641718,58515.6,0.528888889
Rice,2010,Autumn     ,Assam,12.637819347032227,12.782197126305144,2578.5,17.7504663392073,73917.12,1.272592593
Rice,2010,Summer     ,Assam,12.896180211137667,13.84271318855392,2578.5,18.008827938123034,95708.4,2.342222222
Rice,2010,Winter     ,Assam,14.420199679230551,15.109999340982945,2578.5,19.532849355711853,439363.68,1.958888889
Sesamum,2010,Kharif     ,Assam,9.383368881858544,8.81877816903701,2578.5,14.495935492862413,2853.12,0.496666667
Small millets,2010,Kharif     ,Assam,8.553910774351401,7.8636512654486515,2578.5,13.66636934643917,1244.64,0.505384615
Sugarcane,2010,Whole Year ,Assam,10.300147340682555,13.889070451378851,2578.5,15.412764133931868,7136.64,36.27592593
Sweet potato,2010,Whole Year ,Assam,8.73020559553099,9.970164410800407,2578.5,13.842695145930062,1484.64,3.412592593
Tapioca,2010,Whole Year ,Assam,8.338066525518801,9.899630122208823,2578.5,13.450478922511518,1002.96,4.5232
Tobacco,2010,Whole Year ,Assam,6.19644412779452,5.5254529391317835,2578.5,11.307067896465162,117.6,0.6084
Turmeric,2010,Whole Year ,Assam,9.613402595468036,9.270870871716214,2578.5,14.725986388019223,3591.12,0.753333333
Urad,2010,Rabi       ,Assam,10.795424114541712,10.21159705705293,2578.5,15.90805396414457,11711.04,0.577037037
Wheat,2010,Rabi       ,Assam,10.709360558147916,10.936974481243775,2578.5,15.821988576973565,10745.28,1.196666667
Arecanut,2010,Whole Year ,Andhra Pradesh,6.0844994130751715,5.278114659230517,1297.0,11.194882874321866,105.12,0.443333333
Arhar/Tur,2010,Kharif     ,Andhra Pradesh,13.353444939182774,12.47337469902729,1297.0,18.46609358089107,151195.2,0.466363636
Arhar/Tur,2010,Rabi       ,Andhra Pradesh,9.002577922700276,8.319229938632326,1297.0,14.115105783672359,1949.52,0.483333333
Bajra,2010,Kharif     ,Andhra Pradesh,10.846205976245562,11.349335373748225,1297.0,15.958836834453718,12321.12,1.229444444
Bajra,2010,Rabi       ,Andhra Pradesh,9.67965626478542,9.755857235532103,1297.0,14.79224431587323,3837.12,1.454545455
Banana,2010,Whole Year ,Andhra Pradesh,10.98320580101775,14.468046138536149,1297.0,16.095839138066072,14130.24,31.56263158
Cashewnut,2010,Whole Year ,Andhra Pradesh,11.835747821551749,10.42120934298996,1297.0,16.948390843595828,33144.24,0.25
Castor seed,2010,Kharif     ,Andhra Pradesh,12.142717424017377,11.704735199636492,1297.0,17.25536234854948,45053.04,0.526875
Coconut ,2010,Whole Year ,Andhra Pradesh,11.551626812507303,20.922336344517827,1297.0,16.664267469500473,24946.8,11116.99833
Coriander,2010,Whole Year ,Andhra Pradesh,9.919065582499446,9.528794103094718,1297.0,15.031666870023908,4875.12,0.671428571
Cotton(lint),2010,Kharif     ,Andhra Pradesh,14.394501991295774,15.173991178336736,1297.0,19.50715165381053,428216.88,1.980454545
Dry chillies,2010,Kharif     ,Andhra Pradesh,11.931714744080654,13.104563902458162,1297.0,17.044358424737084,36482.64,2.949
Dry chillies,2010,Rabi       ,Andhra Pradesh,10.67961926320976,11.899010656427478,1297.0,15.79224661183404,10430.4,3.1715
Garlic,2010,Whole Year ,Andhra Pradesh,6.142037405587356,6.88653164253051,1297.0,11.25254774601395,111.36,1.968
Ginger,2010,Whole Year ,Andhra Pradesh,7.813187267521416,10.045637944640806,1297.0,12.92543547339603,593.28,8.911111111
Gram,2010,Rabi       ,Andhra Pradesh,13.276909407641742,13.48596289107567,1297.0,18.389557923851278,140055.12,1.36
Groundnut,2010,Kharif     ,Andhra Pradesh,14.113080830626284,13.695286796157635,1297.0,19.22573031188984,323179.68,1.088095238
Groundnut,2010,Rabi       ,Andhra Pradesh,12.526067007449202,13.253916063680004,1297.0,17.638713618037617,66101.52,1.996818182
Horse-gram,2010,Kharif     ,Andhra Pradesh,8.737933858114136,8.001689978099135,1297.0,13.850424645519112,1496.16,0.4775
Horse-gram,2010,Rabi       ,Andhra Pradesh,10.355581761238296,9.523251498473739,1297.0,15.468200357058105,7543.44,0.44047619
Jowar,2010,Kharif     ,Andhra Pradesh,11.646800548526256,11.646853029108453,1297.0,16.75944207365606,27437.76,1.261
Jowar,2010,Rabi       ,Andhra Pradesh,11.849354843530191,12.173771536600425,1297.0,16.9619979628473,33598.32,1.940555556
Linseed,2010,Rabi       ,Andhra Pradesh,7.029972911706386,5.556828061699537,1297.0,12.141743115885692,270.96,0.15
Maize,2010,Kharif     ,Andhra Pradesh,12.993463528318435,14.309639565782849,1297.0,18.106111486363147,105487.2,3.821818182
Maize,2010,Rabi       ,Andhra Pradesh,12.6245099167941,14.654465282411227,1297.0,17.737156865728085,72939.84,7.073636364
Mesta,2010,Kharif     ,Andhra Pradesh,10.136383395293016,12.32812212252412,1297.0,15.24899424068384,6058.56,8.89
Moong(Green Gram),2010,Kharif     ,Andhra Pradesh,12.472685563979322,11.709199235382187,1297.0,17.58533197668362,62665.44,0.355
Moong(Green Gram),2010,Rabi       ,Andhra Pradesh,11.669433364371164,10.697429843130967,1297.0,16.782075084069827,28065.84,0.463
Niger seed,2010,Kharif     ,Andhra Pradesh,9.211140052146748,8.249052274171293,1297.0,14.323690948182863,2401.68,0.335
Onion,2010,Kharif     ,Andhra Pradesh,10.15085531407452,13.121492998734684,1297.0,15.263466725191908,6146.88,17.78625
Onion,2010,Rabi       ,Andhra Pradesh,9.786279351630586,12.796522427851777,1297.0,14.89887369033386,4268.88,18.2145
Other  Rabi pulses,2010,Rabi       ,Andhra Pradesh,8.664232934065552,8.521981708148035,1297.0,13.776711526290859,1389.84,0.64
Other Kharif pulses,2010,Kharif     ,Andhra Pradesh,7.856319571406588,7.085901464365611,1297.0,12.968584751689688,619.44,0.82
Potato,2010,Whole Year ,Andhra Pradesh,8.691818541575723,11.102201553562873,1297.0,13.804301803928695,1428.72,10.99875
Ragi,2010,Kharif     ,Andhra Pradesh,10.52080605059984,10.658599632809274,1297.0,15.63342946265883,8898.72,1.183333333
Ragi,2010,Rabi       ,Andhra Pradesh,8.565030520830398,8.952346543226227,1297.0,13.677491212384993,1258.56,1.465833333
Rapeseed &Mustard,2010,Rabi       ,Andhra Pradesh,8.842604480678025,9.72782378340624,1297.0,13.955111113404218,1661.28,2.31
Rice,2010,Kharif     ,Andhra Pradesh,14.887708369149795,15.831728313863126,1297.0,20.000358248395848,701230.32,2.666818182
Rice,2010,Rabi       ,Andhra Pradesh,14.419562555554554,15.748400308327177,1297.0,19.532212231887208,439083.84,3.325909091
Safflower,2010,Rabi       ,Andhra Pradesh,9.479680250180099,9.093581811365986,1297.0,14.59225453830806,3141.6,0.705
Sesamum,2010,Kharif     ,Andhra Pradesh,11.31204474745499,9.536978699538377,1297.0,16.424682815689263,19632.0,0.178
Sesamum,2010,Rabi       ,Andhra Pradesh,10.673040064298478,9.415075523607037,1297.0,15.785667261952879,10362.0,0.290526316
Small millets,2010,Kharif     ,Andhra Pradesh,10.241423003850693,10.190506905437811,1297.0,15.354037775348607,6729.6,0.909090909
Small millets,2010,Rabi       ,Andhra Pradesh,7.142036574706803,7.141245122350491,1297.0,12.253900108356097,303.12,0.973333333
Soyabean,2010,Kharif     ,Andhra Pradesh,11.75754083793557,12.290795155060067,1297.0,16.870183274489595,30650.88,1.696923077
Sugarcane,2010,Whole Year ,Andhra Pradesh,12.163843411312437,16.519717115055162,1297.0,17.276488446532998,46014.96,81.58380952
Sunflower,2010,Whole Year ,Andhra Pradesh,12.32546327720026,11.95870683973987,1297.0,17.43810908610126,54086.64,1.032272727
Sweet potato,2010,Whole Year ,Andhra Pradesh,6.7464121285733745,9.295416544331301,1297.0,11.857893651441277,204.0,12.70642857
Tapioca,2010,Whole Year ,Andhra Pradesh,9.46187699779161,11.346717385979687,1297.0,14.574449921936248,3086.16,6.1075
Tobacco,2010,Whole Year ,Andhra Pradesh,12.330654737353722,13.525372137825785,1297.0,17.4433005690929,54368.16,4.380465116
Urad,2010,Kharif     ,Andhra Pradesh,11.318345074780334,10.740561901902716,1297.0,16.430983219331377,19756.08,0.472857143
Urad,2010,Rabi       ,Andhra Pradesh,12.851944763574297,12.241792043920862,1297.0,17.964592377826875,91566.96,0.573809524
Wheat,2010,Rabi       ,Andhra Pradesh,9.21890360263667,9.483720659717104,1297.0,14.331455266827874,2420.4,1.311818182
Arecanut,2010,Whole Year ,Karnataka,12.260873281996288,14.641618781030031,1317.7,17.373518796614288,50703.6,10.94818182
Arhar/Tur,2010,Kharif     ,Karnataka,13.700689880189843,13.166458728642102,1317.7,18.813338985110146,213966.0,0.65037037
Bajra,2010,Kharif     ,Karnataka,12.637783630833141,12.581456481599883,1317.7,17.750430622892942,73914.48,0.883125
Bajra,2010,Rabi       ,Karnataka,5.081404364984463,4.919980925828125,1317.7,10.187861659698722,38.4,0.84
Bajra,2010,Summer     ,Karnataka,6.994849985833071,6.862757913051401,1317.7,12.106588717745012,261.6,0.9
Banana,2010,Whole Year ,Karnataka,11.09388867683197,14.244848430483994,1317.7,16.20652378279335,15784.08,23.71172414
Black pepper,2010,Whole Year ,Karnataka,9.955225747940542,9.450773591827353,1317.7,15.067828773285896,5054.64,0.580769231
Cardamom,2010,Whole Year ,Karnataka,9.856500761311791,7.346655163176539,1317.7,14.969098889535985,4579.44,0.068888889
Cashewnut,2010,Whole Year ,Karnataka,11.057991712577044,10.747809560893192,1317.7,16.170626266148673,15227.52,0.712727273
Castor seed,2010,Kharif     ,Karnataka,9.857495968685136,9.679843876180236,1317.7,14.970094148726513,4584.0,0.865652174
Coconut ,2010,Whole Year ,Karnataka,12.996214949216204,22.16152626632825,1317.7,18.108862913474592,105777.84,9678.503667
Coriander,2010,Whole Year ,Karnataka,8.37770121259764,7.392031567514591,1317.7,13.49012285231239,1043.52,0.368
Cotton(lint),2010,Kharif     ,Karnataka,12.944099975151225,13.810207521689996,1317.7,18.056747818760968,100406.4,2.260909091
Cotton(lint),2010,Rabi       ,Karnataka,11.76854395082564,11.953809195642112,1317.7,16.881186472547245,30990.0,1.758
Cowpea(Lobia),2010,Kharif     ,Karnataka,11.158419595459192,10.497753183535956,1317.7,16.271055645915897,16836.24,0.527692308
Cowpea(Lobia),2010,Rabi       ,Karnataka,10.208432264538738,8.877242435993919,1317.7,15.321045847054469,6511.2,0.264285714
Dry chillies,2010,Kharif     ,Karnataka,11.510522580353918,11.31637515792554,1317.7,16.623162836095428,23942.16,1.176206897
Dry chillies,2010,Rabi       ,Karnataka,8.796187635470453,9.795456808322422,1317.7,13.90868744573655,1585.92,2.711785714
Dry chillies,2010,Summer     ,Karnataka,8.920389060080359,10.032847757841836,1317.7,14.032906439022776,1795.68,3.1132
Garlic,2010,Whole Year ,Karnataka,8.351138607086154,8.60666819784384,1317.7,13.46355409304543,1016.16,1.322857143
Ginger,2010,Whole Year ,Karnataka,10.746562222079024,12.032706865778723,1317.7,15.859191051641758,11152.56,3.717894737
Gram,2010,Rabi       ,Karnataka,13.773827776406469,13.316906610983926,1317.7,18.886476959433267,230201.52,0.645
Groundnut,2010,Kharif     ,Karnataka,13.398084198456834,12.976356777679023,1317.7,18.51073290913928,158097.36,0.797407407
Groundnut,2010,Rabi       ,Karnataka,12.138938759344542,12.03329539657914,1317.7,17.25158366383082,44883.12,1.024482759
Horse-gram,2010,Kharif     ,Karnataka,11.387985630414379,10.834568369882918,1317.7,16.5006245872638,21180.96,0.621538462
Horse-gram,2010,Rabi       ,Karnataka,11.794760476630081,11.292154097801074,1317.7,16.907403197539118,31813.2,0.571724138
Jowar,2010,Kharif     ,Karnataka,12.293135271206568,12.723001605986617,1317.7,17.40578093519147,52366.08,1.517727273
Jowar,2010,Rabi       ,Karnataka,13.836042331133687,13.814615157212641,1317.7,18.94869157667946,244978.32,0.940526316
Jowar,2010,Summer     ,Karnataka,8.602820277383675,9.341719450032562,1317.7,13.715287998154214,1307.04,2.315555556
Linseed,2010,Rabi       ,Karnataka,9.33776566023142,8.245384468120747,1317.7,14.45032836997255,2725.92,0.335384615
Maize,2010,Kharif     ,Karnataka,13.94645109722487,15.178635314877518,1317.7,19.05910044479161,273575.76,3.354285714
Maize,2010,Rabi       ,Karnataka,11.659654385838795,12.682191911091952,1317.7,16.772296022009954,27792.72,2.8475
Maize,2010,Summer     ,Karnataka,10.33315734934111,11.554796509045534,1317.7,15.445775227996007,7376.16,3.294137931
Mesta,2010,Whole Year ,Karnataka,7.553810852008231,7.785720896534624,1317.7,12.665939981945385,457.68,1.21
Moong(Green Gram),2010,Kharif     ,Karnataka,12.876007492346211,11.586157339176479,1317.7,17.988655168540078,93797.04,0.284166667
Moong(Green Gram),2010,Rabi       ,Karnataka,9.236397906295473,7.902117546276448,1317.7,14.348951279732097,2463.12,0.262
Niger seed,2010,Kharif     ,Karnataka,10.059892831700264,8.859647499714997,1317.7,15.172500547097497,5612.4,0.300769231
Onion,2010,Kharif     ,Karnataka,11.871683238313066,13.703170184116571,1317.7,16.98432651440965,34356.96,6.8968
Onion,2010,Rabi       ,Karnataka,9.577133949436078,11.501004694074535,1317.7,14.689715288464658,3463.2,7.219047619
Onion,2010,Summer     ,Karnataka,8.45126704130007,10.81562969088395,1317.7,13.563704894761534,1123.2,10.59809524
Other  Rabi pulses,2010,Rabi       ,Karnataka,9.470085825734941,8.330140460246382,1317.7,14.582659381810942,3111.6,0.363888889
Other Kharif pulses,2010,Kharif     ,Karnataka,11.30443650862202,11.110042021496275,1317.7,16.417074484053387,19483.2,0.755925926
Peas & beans (Pulses),2010,Kharif     ,Karnataka,8.299037181613066,10.49107975408703,1317.7,13.411440111862774,964.56,8.276842105
Peas & beans (Pulses),2010,Rabi       ,Karnataka,7.669028288589683,9.622251327567737,1317.7,12.781214140649112,513.6,7.131764706
Peas & beans (Pulses),2010,Summer     ,Karnataka,7.293697720601438,9.433003808053515,1317.7,12.405671994578373,352.8,8.156875
Potato,2010,Kharif     ,Karnataka,10.39952435882868,12.427105971885023,1317.7,15.512144314206289,7882.32,8.056875
Potato,2010,Rabi       ,Karnataka,8.690305809124883,11.144683884660031,1317.7,13.802788818704098,1426.56,12.75454545
Potato,2010,Summer     ,Karnataka,7.271008538280992,10.00306135743222,1317.7,12.382967294931035,344.88,15.26142857
Ragi,2010,Kharif     ,Karnataka,13.505372902238536,14.15900805952224,1317.7,18.618021765926432,176002.8,1.627
Ragi,2010,Rabi       ,Karnataka,10.734198609318932,11.178836386370758,1317.7,15.846827172780268,11015.52,1.767142857
Ragi,2010,Summer     ,Karnataka,9.068315871946766,9.740027003383092,1317.7,14.180851518278285,2082.0,1.889285714
Rapeseed &Mustard,2010,Rabi       ,Karnataka,8.252967195000798,7.158513997329321,1317.7,13.365358464622595,921.12,0.323888889
Rice,2010,Kharif     ,Karnataka,13.937112957223434,14.97639223272922,1317.7,19.049762296343232,271032.96,2.654
Rice,2010,Rabi       ,Karnataka,10.813780332606648,11.674210633698086,1317.7,15.926410552716614,11928.0,2.668333333
Rice,2010,Summer     ,Karnataka,12.794034295121579,13.967137484374721,1317.7,17.906681754048595,86414.88,2.935714286
Safflower,2010,Rabi       ,Karnataka,10.915797303837524,10.793844902383778,1317.7,16.028429463621613,13209.12,0.777333333
Sannhamp,2010,Whole Year ,Karnataka,5.834810737062605,4.454347296253507,1317.7,10.944550350903858,81.84,0.245
Sesamum,2010,Kharif     ,Karnataka,11.37049747183795,10.801879044522451,1317.7,16.483136229990816,20813.76,0.56
Small millets,2010,Kharif     ,Karnataka,10.08980113059962,9.399554785027307,1317.7,15.202410098426201,5782.8,0.552857143
Soyabean,2010,Kharif     ,Karnataka,12.032171537044363,11.903466426619985,1317.7,17.144815842658204,40338.0,0.841111111
Sugarcane,2010,Whole Year ,Karnataka,12.987228414032922,17.5597469959838,1317.7,18.099876357933116,104831.52,97.33137931
Sunflower,2010,Kharif     ,Karnataka,12.175386608197808,11.491395346419866,1317.7,17.28803170291765,46549.2,0.569583333
Sunflower,2010,Rabi       ,Karnataka,12.17137249920058,11.500690927301886,1317.7,17.284017573307587,46362.72,0.706521739
Sunflower,2010,Summer     ,Karnataka,10.004282662571022,10.017084059118668,1317.7,15.116887947295963,5308.8,1.032173913
Sweet potato,2010,Whole Year ,Karnataka,7.630946580890459,9.739673667297913,1317.7,12.743114403664457,494.4,8.400666667
Tapioca,2010,Whole Year ,Karnataka,6.779921907472252,9.18122047340233,1317.7,11.891441965978313,210.96,11.11777778
Tobacco,2010,Whole Year ,Karnataka,11.739208084251276,11.827612109519519,1317.7,16.851850376805928,30094.08,1.07
Turmeric,2010,Whole Year ,Karnataka,9.558388209214396,11.158519373808797,1317.7,14.670968244803385,3398.88,4.3825
Urad,2010,Kharif     ,Karnataka,11.681139645692442,10.66874607044333,1317.7,16.79378146431249,28396.32,0.362916667
Urad,2010,Rabi       ,Karnataka,9.074291527512907,8.313852267398207,1317.7,14.186827856491561,2094.48,0.464166667
Wheat,2010,Rabi       ,Karnataka,12.448061503310068,12.61233077244912,1317.7,17.56070782111169,61141.2,1.166470588
Arecanut,2010,Whole Year ,Kerala,11.511269093944822,11.512025059727064,3131.8,16.62390935682017,23960.04,0.827857143
Banana,2010,Whole Year ,Kerala,10.979720276454975,13.089153999913918,3131.8,16.092353554514872,14081.0736,8.239285714
Black pepper,2010,Whole Year ,Kerala,12.05631053018475,10.720355660085833,3131.8,17.16895497682764,41323.572,0.180714286
Cashewnut,2010,Whole Year ,Kerala,10.688501491122638,10.456021178201889,3131.8,15.801129041925396,10523.46,0.47
Coconut ,2010,Whole Year ,Kerala,13.554761357578375,22.388433777084753,3131.8,18.66741028680206,184913.5512,6501.544286
Ginger,2010,Whole Year ,Kerala,8.714227647401911,10.410244912126165,3131.8,13.826714609511805,1461.1032,3.533571429
Rice,2010,Autumn     ,Kerala,11.163357775982252,12.045099579393234,3131.8,16.275993896167964,16919.5872,2.236923077
Rice,2010,Summer     ,Kerala,10.842197681055646,11.83113189278455,3131.8,15.9548284614662,12271.8312,2.48
Rice,2010,Winter     ,Kerala,11.42471253003525,12.278449119505748,3131.8,16.537351892703274,21973.3416,2.202142857
